"Excel-rij";"Controleprioriteit";"Medewerker";"Medewerkernummer";"Team";"Deskundigheid";"Escalatie reden";"Doeltype";"Cliënt/doel";"Doel-ID";"Hoofdlocatie";"Gestart op";"Geactiveerd op";"Signalen";"Her-escalatie sinds activatie (min.)";"Activatievertraging (min.)"
"588";"Midden";"Synthetische medewerker 240";"SYN-M-0240";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0353";"SYN-C-00353";"Synthetische hoofdlocatie 004";"17-05-2026, 16:56:22";"17-05-2026, 18:30:22";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"94"
"423";"Midden";"Synthetische medewerker 106";"SYN-M-0106";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0140";"SYN-C-00140";"Synthetische hoofdlocatie 016";"17-05-2026, 18:47:32";"17-05-2026, 19:06:32";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"19"
"1053";"Midden";"Synthetische medewerker 013";"SYN-M-0013";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0445";"SYN-C-00445";"Synthetische hoofdlocatie 021";"17-05-2026, 21:22:19";"17-05-2026, 22:08:19";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"46"
"48";"Midden";"Synthetische medewerker 035";"SYN-M-0035";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0120";"SYN-C-00120";"Synthetische hoofdlocatie 021";"17-05-2026, 23:49:08";"18-05-2026, 00:03:08";"NACHT; LATE_ACTIVATIE";"";"14"
"1157";"Midden";"Synthetische medewerker 013";"SYN-M-0013";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0424";"SYN-C-00424";"Synthetische hoofdlocatie 025";"18-05-2026, 00:06:35";"18-05-2026, 01:50:35";"NACHT; LATE_ACTIVATIE";"";"104"
"920";"Midden";"Synthetische medewerker 223";"SYN-M-0223";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0094";"SYN-C-00094";"Synthetische hoofdlocatie 020";"18-05-2026, 01:46:14";"18-05-2026, 02:17:14";"NACHT; LATE_ACTIVATIE";"";"31"
"330";"Midden";"Synthetische medewerker 200";"SYN-M-0200";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0138";"SYN-C-00138";"Synthetische hoofdlocatie 014";"18-05-2026, 03:18:41";"18-05-2026, 04:54:41";"NACHT; LATE_ACTIVATIE";"";"96"
"904";"Midden";"Synthetische medewerker 219";"SYN-M-0219";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0380";"SYN-C-00380";"Synthetische hoofdlocatie 006";"18-05-2026, 03:49:07";"18-05-2026, 05:48:07";"NACHT; LATE_ACTIVATIE";"";"119"
"1571";"Midden";"Synthetische medewerker 054";"SYN-M-0054";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0298";"SYN-C-00298";"Synthetische hoofdlocatie 024";"18-05-2026, 04:22:22";"18-05-2026, 05:00:22";"NACHT; LATE_ACTIVATIE";"";"38"
"1469";"Midden";"Synthetische medewerker 144";"SYN-M-0144";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0067";"SYN-C-00067";"Synthetische hoofdlocatie 018";"18-05-2026, 04:32:18";"18-05-2026, 06:24:18";"NACHT; LATE_ACTIVATIE";"";"112"
"1249";"Midden";"Synthetische medewerker 225";"SYN-M-0225";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0513";"SYN-C-00513";"Synthetische hoofdlocatie 014";"18-05-2026, 04:36:43";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"694";"Midden";"Synthetische medewerker 113";"SYN-M-0113";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0565";"SYN-C-00565";"Synthetische hoofdlocatie 016";"18-05-2026, 05:10:28";"18-05-2026, 05:24:28";"NACHT; LATE_ACTIVATIE";"";"14"
"750";"Midden";"Synthetische medewerker 092";"SYN-M-0092";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 020";"SYN-L-0020";"Synthetische hoofdlocatie 015";"18-05-2026, 05:15:04";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"390";"Midden";"Synthetische medewerker 127";"SYN-M-0127";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0204";"SYN-C-00204";"Synthetische hoofdlocatie 005";"18-05-2026, 05:33:14";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"767";"Midden";"Synthetische medewerker 102";"SYN-M-0102";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0332";"SYN-C-00332";"Synthetische hoofdlocatie 008";"18-05-2026, 07:35:20";"18-05-2026, 09:24:20";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"109"
"1684";"Midden";"Synthetische medewerker 233";"SYN-M-0233";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0080";"SYN-C-00080";"Synthetische hoofdlocatie 006";"18-05-2026, 08:25:43";"18-05-2026, 10:12:43";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"107"
"654";"Midden";"Synthetische medewerker 029";"SYN-M-0029";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0106";"SYN-C-00106";"Synthetische hoofdlocatie 007";"18-05-2026, 10:38:00";"18-05-2026, 10:55:00";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"17"
"814";"Midden";"Synthetische medewerker 123";"SYN-M-0123";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0079";"SYN-C-00079";"Synthetische hoofdlocatie 005";"18-05-2026, 10:42:23";"18-05-2026, 10:53:23";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"11"
"176";"Midden";"Synthetische medewerker 066";"SYN-M-0066";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0432";"SYN-C-00432";"Synthetische hoofdlocatie 008";"18-05-2026, 12:07:39";"18-05-2026, 13:01:39";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"54"
"1711";"Midden";"Synthetische medewerker 070";"SYN-M-0070";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0013";"SYN-C-00013";"Synthetische hoofdlocatie 014";"18-05-2026, 13:42:22";"18-05-2026, 15:09:22";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"87"
"270";"Midden";"Synthetische medewerker 136";"SYN-M-0136";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0413";"SYN-C-00413";"Synthetische hoofdlocatie 014";"18-05-2026, 16:23:21";"18-05-2026, 16:15:21";"VEEL_MEDEWERKERS_CLIENT; ONGELDIGE_ACTIVATIE";"";"-8"
"587";"Midden";"Synthetische medewerker 105";"SYN-M-0105";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0423";"SYN-C-00423";"Synthetische hoofdlocatie 024";"18-05-2026, 16:23:21";"18-05-2026, 17:11:21";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"48"
"600";"Midden";"Synthetische medewerker 067";"SYN-M-0067";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0439";"SYN-C-00439";"Synthetische hoofdlocatie 015";"18-05-2026, 18:21:17";"18-05-2026, 19:49:17";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"88"
"36";"Midden";"Synthetische medewerker 211";"SYN-M-0211";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0325";"SYN-C-00325";"Synthetische hoofdlocatie 001";"18-05-2026, 18:34:21";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_TEAMS_CLIENT";"";""
"1497";"Midden";"Synthetische medewerker 205";"SYN-M-0205";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0268";"SYN-C-00268";"Synthetische hoofdlocatie 019";"18-05-2026, 18:49:13";"18-05-2026, 20:04:13";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"75"
"1439";"Midden";"Synthetische medewerker 172";"SYN-M-0172";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0101";"SYN-C-00101";"Synthetische hoofdlocatie 002";"18-05-2026, 19:15:49";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT";"";""
"1180";"Midden";"Synthetische medewerker 059";"SYN-M-0059";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0012";"SYN-C-00012";"Synthetische hoofdlocatie 013";"18-05-2026, 19:53:50";"18-05-2026, 20:01:50";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"8"
"415";"Midden";"Synthetische medewerker 202";"SYN-M-0202";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0062";"SYN-C-00062";"Synthetische hoofdlocatie 013";"19-05-2026, 01:13:10";"19-05-2026, 03:08:10";"NACHT; LATE_ACTIVATIE";"";"115"
"609";"Midden";"Synthetische medewerker 141";"SYN-M-0141";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0246";"SYN-C-00246";"Synthetische hoofdlocatie 022";"19-05-2026, 02:07:12";"19-05-2026, 01:37:12";"NACHT; ONGELDIGE_ACTIVATIE";"";"-30"
"1980";"Midden";"Synthetische medewerker 177";"SYN-M-0177";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0440";"SYN-C-00440";"Synthetische hoofdlocatie 016";"19-05-2026, 03:19:55";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"1393";"Midden";"Synthetische medewerker 039";"SYN-M-0039";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0209";"SYN-C-00209";"Synthetische hoofdlocatie 010";"19-05-2026, 03:26:35";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"184";"Midden";"Synthetische medewerker 065";"SYN-M-0065";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0448";"SYN-C-00448";"Synthetische hoofdlocatie 024";"19-05-2026, 03:44:45";"19-05-2026, 04:24:45";"NACHT; LATE_ACTIVATIE";"";"40"
"946";"Midden";"Synthetische medewerker 016";"SYN-M-0016";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0549";"SYN-C-00549";"Synthetische hoofdlocatie 025";"19-05-2026, 04:13:43";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"1880";"Midden";"Synthetische medewerker 217";"SYN-M-0217";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0229";"SYN-C-00229";"Synthetische hoofdlocatie 005";"19-05-2026, 04:59:31";"19-05-2026, 04:29:31";"NACHT; ONGELDIGE_ACTIVATIE";"";"-30"
"771";"Midden";"Synthetische medewerker 109";"SYN-M-0109";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Locatie";"Synthetische locatie 010";"SYN-L-0010";"Synthetische hoofdlocatie 025";"19-05-2026, 05:10:51";"19-05-2026, 06:27:51";"NACHT; LATE_ACTIVATIE";"";"77"
"1144";"Midden";"Synthetische medewerker 231";"SYN-M-0231";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 029";"SYN-L-0029";"Synthetische hoofdlocatie 004";"19-05-2026, 05:16:49";"19-05-2026, 05:57:49";"NACHT; LATE_ACTIVATIE";"";"41"
"1037";"Midden";"Synthetische medewerker 143";"SYN-M-0143";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0271";"SYN-C-00271";"Synthetische hoofdlocatie 022";"19-05-2026, 05:32:12";"19-05-2026, 06:47:12";"NACHT; LATE_ACTIVATIE";"";"75"
"586";"Midden";"Synthetische medewerker 078";"SYN-M-0078";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0246";"SYN-C-00246";"Synthetische hoofdlocatie 022";"19-05-2026, 05:55:39";"19-05-2026, 07:46:39";"NACHT; LATE_ACTIVATIE";"";"111"
"991";"Midden";"Synthetische medewerker 145";"SYN-M-0145";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0012";"SYN-C-00012";"Synthetische hoofdlocatie 013";"19-05-2026, 06:13:18";"19-05-2026, 07:11:18";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"58"
"895";"Midden";"Synthetische medewerker 058";"SYN-M-0058";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"";"";"Synthetische hoofdlocatie 015";"19-05-2026, 10:00:44";"19-05-2026, 11:17:44";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"77"
"798";"Midden";"Synthetische medewerker 091";"SYN-M-0091";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0217";"SYN-C-00217";"Synthetische hoofdlocatie 018";"19-05-2026, 11:20:40";"19-05-2026, 11:34:40";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"14"
"598";"Midden";"Synthetische medewerker 087";"SYN-M-0087";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0140";"SYN-C-00140";"Synthetische hoofdlocatie 016";"19-05-2026, 14:10:08";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_TEAMS_CLIENT";"";""
"1325";"Midden";"Synthetische medewerker 007";"SYN-M-0007";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0063";"SYN-C-00063";"Synthetische hoofdlocatie 014";"19-05-2026, 14:22:18";"19-05-2026, 14:58:18";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"36"
"1879";"Midden";"Synthetische medewerker 054";"SYN-M-0054";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0442";"SYN-C-00442";"Synthetische hoofdlocatie 018";"19-05-2026, 17:19:01";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT";"";""
"375";"Midden";"Synthetische medewerker 250";"SYN-M-0250";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0432";"SYN-C-00432";"Synthetische hoofdlocatie 008";"19-05-2026, 19:36:24";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT";"";""
"1273";"Midden";"Synthetische medewerker 222";"SYN-M-0222";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0508";"SYN-C-00508";"Synthetische hoofdlocatie 009";"20-05-2026, 02:40:24";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"272";"Midden";"Synthetische medewerker 008";"SYN-M-0008";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0190";"SYN-C-00190";"Synthetische hoofdlocatie 016";"20-05-2026, 02:44:27";"20-05-2026, 02:59:27";"NACHT; LATE_ACTIVATIE";"";"15"
"1871";"Midden";"Synthetische medewerker 233";"SYN-M-0233";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0542";"SYN-C-00542";"Synthetische hoofdlocatie 018";"20-05-2026, 02:51:52";"20-05-2026, 04:50:52";"NACHT; LATE_ACTIVATIE";"";"119"
"214";"Midden";"Synthetische medewerker 085";"SYN-M-0085";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0116";"SYN-C-00116";"Synthetische hoofdlocatie 017";"20-05-2026, 03:10:43";"20-05-2026, 04:27:43";"NACHT; LATE_ACTIVATIE";"";"77"
"1983";"Midden";"Synthetische medewerker 239";"SYN-M-0239";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0105";"SYN-C-00105";"Synthetische hoofdlocatie 006";"20-05-2026, 03:50:16";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"405";"Midden";"Synthetische medewerker 183";"SYN-M-0183";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0362";"SYN-C-00362";"Synthetische hoofdlocatie 013";"20-05-2026, 03:54:58";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"630";"Midden";"Synthetische medewerker 196";"SYN-M-0196";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0345";"SYN-C-00345";"Synthetische hoofdlocatie 021";"20-05-2026, 04:39:40";"20-05-2026, 06:12:40";"NACHT; LATE_ACTIVATIE";"";"93"
"936";"Midden";"Synthetische medewerker 158";"SYN-M-0158";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0293";"SYN-C-00293";"Synthetische hoofdlocatie 019";"20-05-2026, 08:33:58";"20-05-2026, 10:33:58";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"120"
"970";"Midden";"Synthetische medewerker 064";"SYN-M-0064";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"";"";"Synthetische hoofdlocatie 013";"20-05-2026, 14:12:46";"20-05-2026, 15:01:46";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"49"
"1425";"Midden";"Synthetische medewerker 074";"SYN-M-0074";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0293";"SYN-C-00293";"Synthetische hoofdlocatie 019";"20-05-2026, 15:44:58";"20-05-2026, 16:53:58";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"69"
"783";"Midden";"Synthetische medewerker 016";"SYN-M-0016";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0264";"SYN-C-00264";"Synthetische hoofdlocatie 015";"20-05-2026, 16:06:26";"20-05-2026, 17:18:26";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"72"
"175";"Midden";"Synthetische medewerker 102";"SYN-M-0102";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0112";"SYN-C-00112";"Synthetische hoofdlocatie 013";"20-05-2026, 16:16:48";"20-05-2026, 16:32:48";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"16"
"1138";"Midden";"Synthetische medewerker 001";"SYN-M-0001";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"";"";"Synthetische hoofdlocatie 002";"20-05-2026, 16:43:21";"20-05-2026, 17:47:21";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"64"
"866";"Midden";"Synthetische medewerker 141";"SYN-M-0141";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0526";"SYN-C-00526";"Synthetische hoofdlocatie 002";"20-05-2026, 17:31:40";"20-05-2026, 19:14:40";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"103"
"162";"Midden";"Synthetische medewerker 035";"SYN-M-0035";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0422";"SYN-C-00422";"Synthetische hoofdlocatie 023";"20-05-2026, 18:11:12";"20-05-2026, 19:59:12";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"108"
"846";"Midden";"Synthetische medewerker 192";"SYN-M-0192";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0052";"SYN-C-00052";"Synthetische hoofdlocatie 003";"20-05-2026, 18:44:02";"20-05-2026, 19:54:02";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"70"
"1176";"Midden";"Synthetische medewerker 046";"SYN-M-0046";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0442";"SYN-C-00442";"Synthetische hoofdlocatie 018";"20-05-2026, 18:56:22";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT";"";""
"364";"Midden";"Synthetische medewerker 206";"SYN-M-0206";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0526";"SYN-C-00526";"Synthetische hoofdlocatie 002";"20-05-2026, 19:57:52";"20-05-2026, 21:18:52";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"81"
"538";"Midden";"Synthetische medewerker 151";"SYN-M-0151";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0392";"SYN-C-00392";"Synthetische hoofdlocatie 018";"20-05-2026, 20:18:20";"20-05-2026, 20:24:20";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"6"
"449";"Midden";"Synthetische medewerker 047";"SYN-M-0047";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"";"";"Synthetische hoofdlocatie 004";"20-05-2026, 21:42:17";"20-05-2026, 21:55:17";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"13"
"1293";"Midden";"Synthetische medewerker 186";"SYN-M-0186";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0404";"SYN-C-00404";"Synthetische hoofdlocatie 005";"20-05-2026, 22:05:11";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_TEAMS_CLIENT";"";""
"1055";"Midden";"Synthetische medewerker 130";"SYN-M-0130";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0188";"SYN-C-00188";"Synthetische hoofdlocatie 014";"20-05-2026, 23:08:56";"20-05-2026, 23:15:56";"NACHT; LATE_ACTIVATIE";"";"7"
"1863";"Midden";"Synthetische medewerker 048";"SYN-M-0048";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Locatie";"Synthetische locatie 008";"SYN-L-0008";"Synthetische hoofdlocatie 008";"20-05-2026, 23:10:13";"21-05-2026, 01:08:13";"NACHT; LATE_ACTIVATIE";"";"118"
"246";"Midden";"Synthetische medewerker 119";"SYN-M-0119";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0155";"SYN-C-00155";"Synthetische hoofdlocatie 006";"20-05-2026, 23:50:39";"21-05-2026, 00:54:39";"NACHT; LATE_ACTIVATIE";"";"64"
"1956";"Midden";"Synthetische medewerker 240";"SYN-M-0240";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0095";"SYN-C-00095";"Synthetische hoofdlocatie 021";"21-05-2026, 00:29:06";"21-05-2026, 01:20:06";"NACHT; LATE_ACTIVATIE";"";"51"
"460";"Midden";"Synthetische medewerker 200";"SYN-M-0200";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 034";"SYN-L-0034";"Synthetische hoofdlocatie 019";"21-05-2026, 02:04:12";"21-05-2026, 03:24:12";"NACHT; LATE_ACTIVATIE";"";"80"
"1845";"Midden";"Synthetische medewerker 221";"SYN-M-0221";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0071";"SYN-C-00071";"Synthetische hoofdlocatie 022";"21-05-2026, 02:05:26";"21-05-2026, 03:16:26";"NACHT; LATE_ACTIVATIE";"";"71"
"366";"Midden";"Synthetische medewerker 073";"SYN-M-0073";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0354";"SYN-C-00354";"Synthetische hoofdlocatie 005";"21-05-2026, 02:42:22";"21-05-2026, 03:00:22";"NACHT; LATE_ACTIVATIE";"";"18"
"1339";"Midden";"Synthetische medewerker 058";"SYN-M-0058";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 014";"SYN-L-0014";"Synthetische hoofdlocatie 024";"21-05-2026, 04:36:47";"21-05-2026, 05:33:47";"NACHT; LATE_ACTIVATIE";"";"57"
"856";"Midden";"Synthetische medewerker 248";"SYN-M-0248";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0481";"SYN-C-00481";"Synthetische hoofdlocatie 007";"21-05-2026, 05:41:28";"21-05-2026, 06:35:28";"NACHT; LATE_ACTIVATIE";"";"54"
